"Technology","Age","CustomerSince","SupportCallsLastYear","AverageBill","ChurnIndicator"
"phone",41,2015-12-08 23:27:16,3,69,0.0
"phone",3,2013-09-22 22:27:16,1,46,0.012
"4G",46,2012-04-10 22:27:16,7,63,0.088
"4G",37,2011-01-15 23:27:16,0,90,0.01
"landline",56,2013-06-02 22:27:16,3,45,0.014
"4G",71,2013-03-08 23:27:16,3,42,0.05
"fiber",28,2012-03-01 23:27:16,0,50,0.019
"fiber",9,2015-02-10 23:27:16,3,13,0.065
"landline",65,2011-08-08 22:27:16,2,79,0.01
"landline",18,2014-05-26 22:27:16,7,70,0.011
"landline",7,2015-07-11 22:27:16,0,103,0.0
"phone",76,2015-10-13 22:27:16,0,61,0.0
"fiber",45,2014-05-14 22:27:16,0,65,0.006
"phone",14,2014-11-28 23:27:16,0,62,0.002
"4G",45,2013-08-25 22:27:16,0,100,0.004
"landline",37,2011-04-21 22:27:16,5,34,0.052
"phone",8,2012-11-24 23:27:16,0,16,0.024
"phone",58,2011-10-08 22:27:16,0,98,0.005
"phone",45,2010-08-03 22:27:16,0,38,0.018
"fiber",72,2015-06-05 22:27:16,8,42,0.028
"phone",50,2012-05-12 22:27:16,2,102,0.013
"phone",0,2015-11-25 23:27:16,0,34,0.0
"fiber",63,2012-12-16 23:27:16,0,71,0.011
"phone",64,2010-11-08 23:27:16,2,46,0.042
"phone",31,2014-02-16 23:27:16,2,77,0.009
"phone",37,2012-07-01 22:27:16,0,77,0.006
"fiber",4,2012-02-16 23:27:16,0,69,0.014
"fiber",60,2015-11-06 23:27:16,0,22,0.001
"landline",61,2011-01-09 23:27:16,0,40,0.008
"phone",8,2012-09-15 22:27:16,0,49,0.008
"4G",5,2013-03-08 23:27:16,9,84,0.062
"fiber",66,2012-02-12 23:27:16,9,46,0.211
"phone",32,2013-06-28 22:27:16,0,23,0.014
"fiber",66,2012-08-31 22:27:16,3,37,0.09
"4G",59,2012-08-15 22:27:16,5,68,0.056
"4G",1,2011-01-29 23:27:16,3,33,0.112
"4G",14,2013-07-04 22:27:16,0,80,0.006
"4G",36,2013-04-21 22:27:16,0,21,0.024
"landline",73,2014-11-11 23:27:16,5,36,0.011
"4G",25,2015-10-18 22:27:16,1,56,0.001
"phone",75,2014-09-10 22:27:16,0,82,0.002
"fiber",46,2012-02-09 23:27:16,1,108,0.018
"phone",61,2011-03-05 23:27:16,0,53,0.011
"phone",74,2014-11-27 23:27:16,5,43,0.018
"4G",15,2015-03-29 22:27:16,0,76,0.002
"fiber",12,2015-04-09 22:27:16,1,93,0.004
"fiber",11,2014-10-27 23:27:16,1,47,0.012
"phone",69,2014-07-08 22:27:16,1,107,0.003
"4G",57,2013-05-24 22:27:16,2,81,0.018
"phone",2,2013-09-04 22:27:16,0,91,0.003
"4G",16,2012-10-28 23:27:16,0,20,0.03
"phone",60,2012-01-02 23:27:16,5,57,0.052
"fiber",34,2014-09-15 22:27:16,0,19,0.017
"phone",7,2013-01-07 23:27:16,6,13,0.199
"fiber",66,2012-05-11 22:27:16,4,73,0.062
"fiber",20,2015-11-16 23:27:16,0,68,0.0
"landline",42,2012-07-09 22:27:16,0,77,0.003
"fiber",19,2012-10-25 22:27:16,0,30,0.026
"fiber",42,2010-10-17 22:27:16,0,25,0.052
"phone",6,2015-05-11 22:27:16,1,56,0.003
"fiber",22,2014-09-11 22:27:16,6,42,0.053
"4G",26,2012-04-04 22:27:16,0,61,0.011
"fiber",74,2015-09-11 22:27:16,4,90,0.004
"landline",9,2011-09-06 22:27:16,0,108,0.002
"phone",47,2011-02-23 23:27:16,5,54,0.067
"phone",8,2014-02-21 23:27:16,4,55,0.021
"phone",38,2014-12-13 23:27:16,2,38,0.01
"4G",13,2013-08-16 22:27:16,2,15,0.088
"4G",18,2010-07-31 22:27:16,1,92,0.022
"fiber",31,2014-11-05 23:27:16,1,34,0.016
"4G",27,2015-05-16 22:27:16,1,26,0.008
"4G",27,2012-03-08 23:27:16,0,94,0.008
"phone",42,2015-11-25 23:27:16,3,16,0.002
"fiber",74,2011-04-07 22:27:16,7,77,0.123
"phone",41,2015-06-02 22:27:16,0,16,0.004
"phone",21,2013-02-23 23:27:16,1,104,0.007
"phone",13,2012-05-03 22:27:16,0,35,0.013
"fiber",40,2014-11-02 23:27:16,4,35,0.04
"phone",18,2015-06-22 22:27:16,0,73,0.001
"landline",1,2012-01-26 23:27:16,4,85,0.014
"phone",18,2012-08-24 22:27:16,5,26,0.096
"4G",69,2015-08-28 22:27:16,0,91,0.001
"4G",44,2010-12-03 23:27:16,9,18,0.529
"fiber",48,2015-03-29 22:27:16,1,15,0.024
"4G",23,2013-03-06 23:27:16,0,110,0.005
"phone",30,2014-10-23 22:27:16,2,54,0.008
"landline",54,2011-11-25 23:27:16,1,67,0.008
"phone",18,2011-01-15 23:27:16,0,59,0.011
"phone",65,2011-01-11 23:27:16,0,47,0.013
"landline",22,2015-01-27 23:27:16,3,47,0.005
"phone",75,2011-07-12 22:27:16,1,105,0.011
"fiber",3,2011-05-25 22:27:16,7,25,0.368
"fiber",10,2014-12-27 23:27:16,2,44,0.017
"landline",26,2015-04-15 22:27:16,3,73,0.002
"phone",23,2011-08-02 22:27:16,0,23,0.024
"landline",22,2013-05-15 22:27:16,0,88,0.002
"phone",42,2011-01-21 23:27:16,0,74,0.008
"phone",9,2015-08-01 22:27:16,0,80,0.001
"phone",45,2015-01-16 23:27:16,8,84,0.012
"fiber",64,2015-06-15 22:27:16,2,31,0.012
"landline",32,2011-09-06 22:27:16,0,35,0.008
"4G",36,2014-03-01 23:27:16,0,55,0.006
"phone",55,2014-04-01 22:27:16,0,93,0.002
"phone",6,2013-06-15 22:27:16,3,57,0.022
"4G",47,2012-01-09 23:27:16,2,77,0.029
"4G",64,2013-04-10 22:27:16,1,103,0.01
"4G",78,2012-03-01 23:27:16,1,105,0.014
"4G",60,2014-12-05 23:27:16,0,30,0.006
"phone",22,2014-04-14 22:27:16,0,20,0.011
"landline",66,2013-04-08 22:27:16,9,99,0.017
"fiber",19,2010-09-16 22:27:16,1,28,0.095
"landline",25,2015-06-11 22:27:16,1,90,0.001
"fiber",74,2013-06-12 22:27:16,0,97,0.007
"phone",65,2012-10-01 22:27:16,1,46,0.018
"4G",62,2011-08-18 22:27:16,0,67,0.012
"4G",4,2014-01-23 23:27:16,0,30,0.012
"4G",77,2013-12-05 23:27:16,1,106,0.007
"fiber",70,2012-02-21 23:27:16,3,68,0.057
"fiber",13,2011-11-25 23:27:16,0,98,0.01
"landline",70,2014-09-19 22:27:16,0,73,0.001
"4G",62,2012-10-24 22:27:16,0,21,0.028
"4G",49,2014-11-28 23:27:16,4,74,0.013
"4G",13,2014-08-04 22:27:16,0,30,0.009
"4G",59,2014-05-07 22:27:16,4,79,0.019
"fiber",50,2011-09-11 22:27:16,2,55,0.059
"phone",61,2015-09-17 22:27:16,0,25,0.001
"landline",26,2013-11-07 23:27:16,7,24,0.044
"4G",25,2012-01-21 23:27:16,1,34,0.043
"phone",18,2011-12-17 23:27:16,1,51,0.02
"4G",19,2010-11-01 23:27:16,0,70,0.014
"4G",50,2015-05-29 22:27:16,3,14,0.029
"phone",72,2011-07-17 22:27:16,2,72,0.023
"4G",11,2010-12-23 23:27:16,0,55,0.017
"phone",55,2012-09-26 22:27:16,2,28,0.043
"phone",17,2014-02-09 23:27:16,1,66,0.007
"phone",53,2015-04-13 22:27:16,3,39,0.009
"fiber",14,2014-11-27 23:27:16,1,43,0.012
"phone",32,2015-03-31 22:27:16,9,78,0.011
"phone",35,2012-08-09 22:27:16,3,51,0.033
"phone",34,2013-11-22 23:27:16,0,82,0.003
"phone",31,2013-07-19 22:27:16,10,94,0.036
"landline",0,2013-07-19 22:27:16,9,43,0.035
"4G",4,2011-07-19 22:27:16,0,40,0.021
"phone",64,2014-07-27 22:27:16,0,109,0.002
"landline",51,2010-07-09 22:27:16,0,80,0.004
"fiber",68,2011-06-09 22:27:16,1,102,0.022
"landline",33,2015-08-26 22:27:16,5,69,0.002
"phone",30,2015-08-20 22:27:16,0,75,0.001
"landline",71,2013-02-18 23:27:16,9,20,0.089
"4G",27,2010-06-29 22:27:16,0,43,0.024
"landline",44,2015-02-03 23:27:16,1,74,0.001
"fiber",52,2015-06-19 22:27:16,1,108,0.002
"landline",28,2014-05-15 22:27:16,8,42,0.021
"fiber",41,2011-05-25 22:27:16,3,26,0.177
"phone",40,2012-10-14 22:27:16,6,108,0.026
"4G",49,2010-06-26 22:27:16,0,28,0.037
"4G",71,2014-04-20 22:27:16,2,67,0.014
"fiber",48,2014-07-05 22:27:16,1,98,0.007
"phone",19,2012-07-30 22:27:16,4,41,0.052
"phone",42,2014-01-24 23:27:16,7,104,0.018
"landline",55,2011-06-04 22:27:16,0,64,0.004
"4G",50,2011-09-15 22:27:16,1,102,0.016
"phone",71,2010-06-25 22:27:16,0,103,0.007
"fiber",31,2011-06-17 22:27:16,3,89,0.051
"phone",73,2012-06-21 22:27:16,4,75,0.029
"landline",67,2011-04-23 22:27:16,1,64,0.009
"landline",29,2013-11-22 23:27:16,0,84,0.002
"4G",58,2013-03-06 23:27:16,0,63,0.008
"4G",52,2011-03-16 23:27:16,0,31,0.029
"4G",24,2015-07-17 22:27:16,3,89,0.003
"phone",62,2015-04-10 22:27:16,0,14,0.006
"4G",22,2015-08-22 22:27:16,1,22,0.005
"phone",45,2011-04-26 22:27:16,2,57,0.031
"4G",58,2013-03-04 23:27:16,1,70,0.015
"phone",1,2012-03-15 23:27:16,5,13,0.218
"fiber",25,2014-08-12 22:27:16,0,80,0.004
"fiber",77,2013-11-25 23:27:16,0,32,0.016
"4G",42,2011-11-28 23:27:16,0,59,0.013
"landline",19,2015-07-31 22:27:16,7,30,0.006
"landline",18,2014-10-04 22:27:16,0,21,0.004
"4G",34,2011-05-29 22:27:16,0,96,0.009
"phone",26,2013-09-28 22:27:16,1,42,0.013
"4G",32,2012-11-20 23:27:16,0,76,0.008
"phone",22,2012-08-30 22:27:16,5,89,0.028
"4G",25,2013-07-31 22:27:16,0,76,0.006
"4G",26,2012-05-01 22:27:16,2,87,0.024
"fiber",63,2011-12-03 23:27:16,1,24,0.085
"phone",50,2010-08-29 22:27:16,1,98,0.014
"4G",55,2013-06-23 22:27:16,3,84,0.022
"fiber",35,2013-08-10 22:27:16,0,59,0.01
"phone",53,2012-05-10 22:27:16,0,85,0.005
"landline",70,2013-05-29 22:27:16,1,97,0.003
"phone",22,2012-07-17 22:27:16,6,41,0.073
"phone",20,2014-01-15 23:27:16,2,82,0.009
"phone",26,2012-07-16 22:27:16,4,37,0.058
"fiber",19,2013-11-24 23:27:16,1,76,0.014
"landline",79,2013-04-16 22:27:16,1,30,0.011
"landline",56,2013-07-20 22:27:16,4,17,0.045
"4G",61,2015-04-08 22:27:16,1,64,0.004
"4G",66,2013-10-05 22:27:16,1,20,0.041
"4G",74,2012-11-11 23:27:16,0,50,0.012
"phone",36,2011-08-26 22:27:16,0,41,0.013
"fiber",23,2013-11-03 23:27:16,1,80,0.013
"4G",37,2014-06-14 22:27:16,1,19,0.03
"4G",21,2014-04-22 22:27:16,6,56,0.039
"phone",75,2015-03-30 22:27:16,0,91,0.001
"4G",13,2015-07-06 22:27:16,1,28,0.006
"4G",21,2014-09-18 22:27:16,0,17,0.014
"phone",47,2012-05-02 22:27:16,1,55,0.017
"phone",45,2010-07-28 22:27:16,7,71,0.077
"4G",15,2011-07-09 22:27:16,0,71,0.012
"landline",24,2011-05-27 22:27:16,0,95,0.003
"4G",60,2013-01-12 23:27:16,8,82,0.061
"fiber",58,2013-05-29 22:27:16,5,54,0.071
"4G",31,2013-03-31 22:27:16,2,49,0.031
"landline",18,2011-04-25 22:27:16,0,27,0.011
"4G",38,2014-05-18 22:27:16,1,56,0.011
"fiber",20,2013-07-15 22:27:16,1,107,0.011
"4G",25,2011-07-25 22:27:16,4,47,0.088
"4G",2,2011-10-13 22:27:16,0,28,0.028
"landline",73,2013-01-10 23:27:16,1,38,0.01
"phone",67,2012-08-28 22:27:16,2,65,0.019
"landline",51,2012-05-15 22:27:16,4,44,0.026
"phone",52,2015-12-10 23:27:16,0,51,0.0
"fiber",3,2012-07-30 22:27:16,0,33,0.026
"4G",4,2014-05-21 22:27:16,0,48,0.006
"4G",29,2013-01-11 23:27:16,0,19,0.029
"fiber",36,2012-06-26 22:27:16,0,88,0.01
"landline",5,2013-10-06 22:27:16,0,107,0.001
"phone",23,2011-01-18 23:27:16,1,35,0.035
"phone",46,2015-03-05 23:27:16,4,84,0.006
"fiber",45,2011-06-25 22:27:16,1,104,0.022
"4G",68,2012-02-07 23:27:16,1,24,0.061
"landline",28,2011-02-25 23:27:16,2,88,0.01
"fiber",4,2011-12-01 23:27:16,0,103,0.01
"landline",33,2014-05-05 22:27:16,0,108,0.001
"4G",59,2011-11-14 23:27:16,0,86,0.009
"fiber",39,2011-10-12 22:27:16,1,66,0.032
"phone",5,2015-07-04 22:27:16,0,98,0.001
"4G",74,2010-10-29 22:27:16,7,88,0.088
"4G",53,2014-03-17 23:27:16,6,40,0.058
"fiber",29,2013-08-24 22:27:16,0,49,0.012
"4G",30,2010-08-19 22:27:16,3,24,0.168
"4G",61,2013-08-11 22:27:16,6,33,0.094
"landline",49,2010-06-25 22:27:16,0,103,0.003
"fiber",9,2011-07-17 22:27:16,0,98,0.011
"phone",11,2011-04-27 22:27:16,0,96,0.006
"phone",43,2014-09-29 22:27:16,0,97,0.002
"4G",7,2015-07-04 22:27:16,4,89,0.005
"4G",58,2011-04-13 22:27:16,1,48,0.037
"landline",11,2012-09-14 22:27:16,0,37,0.006
"landline",50,2014-12-04 23:27:16,9,99,0.007
"phone",56,2013-02-12 23:27:16,0,95,0.004
"landline",1,2013-12-25 23:27:16,0,68,0.002
"4G",7,2011-09-23 22:27:16,0,27,0.03
"4G",61,2012-07-24 22:27:16,1,103,0.012
"phone",7,2013-04-02 22:27:16,9,34,0.1
"phone",78,2014-05-09 22:27:16,7,51,0.032
"4G",8,2010-10-07 22:27:16,2,39,0.076
"4G",25,2015-09-15 22:27:16,1,37,0.003
"landline",57,2014-08-16 22:27:16,6,21,0.028
"phone",13,2015-10-31 23:27:16,5,80,0.001
"4G",40,2010-07-23 22:27:16,3,105,0.039
"phone",78,2010-08-12 22:27:16,0,93,0.007
"fiber",34,2010-11-15 23:27:16,0,46,0.028
"4G",30,2014-01-16 23:27:16,2,59,0.018
"phone",42,2011-05-07 22:27:16,4,35,0.083
"landline",60,2010-11-07 23:27:16,3,92,0.014
"phone",73,2014-01-06 23:27:16,1,76,0.006
"4G",7,2014-07-07 22:27:16,3,98,0.011
"phone",48,2012-04-07 22:27:16,2,90,0.016
"4G",43,2012-04-02 22:27:16,0,66,0.011
"landline",61,2011-06-08 22:27:16,0,43,0.007
"fiber",71,2015-01-28 23:27:16,5,85,0.016
"4G",64,2012-02-15 23:27:16,2,93,0.023
"4G",11,2014-08-07 22:27:16,0,14,0.018
"phone",34,2010-07-21 22:27:16,3,57,0.048
"fiber",33,2014-02-17 23:27:16,1,56,0.016
"landline",61,2012-08-23 22:27:16,9,68,0.031
"fiber",33,2013-07-04 22:27:16,4,26,0.119
"4G",63,2014-08-28 22:27:16,2,86,0.009
"fiber",59,2014-07-17 22:27:16,0,84,0.004
"fiber",7,2012-02-02 23:27:16,1,102,0.019
"phone",17,2015-04-07 22:27:16,1,101,0.002
"landline",22,2014-04-02 22:27:16,5,108,0.006
"phone",5,2015-09-05 22:27:16,1,53,0.001
"fiber",80,2015-07-23 22:27:16,0,23,0.004
"phone",68,2015-01-05 23:27:16,0,110,0.001
"fiber",20,2012-06-29 22:27:16,0,36,0.024
"4G",39,2011-01-23 23:27:16,1,81,0.023
"4G",46,2015-08-18 22:27:16,9,38,0.016
"phone",57,2015-02-13 23:27:16,0,56,0.002
"4G",64,2013-08-07 22:27:16,0,79,0.006
"landline",26,2013-10-04 22:27:16,1,81,0.003
"4G",80,2014-10-19 22:27:16,0,22,0.01
"fiber",20,2014-10-18 22:27:16,1,14,0.042
"4G",9,2011-07-25 22:27:16,0,66,0.013
"landline",20,2015-11-11 23:27:16,1,86,0.0
"phone",64,2013-04-21 22:27:16,0,102,0.003
"phone",64,2013-08-24 22:27:16,0,25,0.012
"landline",76,2010-11-05 23:27:16,2,11,0.088
"4G",14,2015-03-18 23:27:16,5,12,0.07
"fiber",33,2012-02-03 23:27:16,1,52,0.037
"landline",46,2013-05-10 22:27:16,0,106,0.002
"fiber",11,2010-12-14 23:27:16,3,31,0.163
"landline",12,2015-05-23 22:27:16,5,94,0.002
"landline",19,2011-07-11 22:27:16,8,52,0.048
"phone",79,2010-11-20 23:27:16,0,40,0.016
"phone",39,2010-10-03 22:27:16,0,82,0.008
"phone",36,2014-10-25 22:27:16,0,13,0.011
"4G",58,2011-07-26 22:27:16,0,96,0.009
"phone",66,2011-10-02 22:27:16,4,105,0.025
"4G",68,2014-11-14 23:27:16,0,15,0.014
"4G",69,2013-08-12 22:27:16,0,48,0.009
"landline",29,2015-10-20 22:27:16,0,35,0.0
"landline",52,2014-02-03 23:27:16,3,83,0.006
"4G",78,2013-11-28 23:27:16,0,51,0.008
"phone",44,2014-03-08 23:27:16,0,16,0.014
"4G",19,2015-03-11 23:27:16,0,44,0.003
"fiber",70,2015-08-01 22:27:16,4,28,0.017
"landline",76,2010-10-12 22:27:16,0,100,0.003
"4G",71,2014-11-18 23:27:16,1,43,0.009
"fiber",75,2013-09-25 22:27:16,0,28,0.02
"fiber",2,2011-03-30 22:27:16,1,108,0.022
"phone",79,2013-06-12 22:27:16,0,102,0.003
"phone",1,2011-11-22 23:27:16,0,45,0.011
"landline",72,2010-12-20 23:27:16,2,50,0.019
"fiber",15,2015-11-02 23:27:16,0,17,0.002
"4G",21,2014-05-04 22:27:16,1,102,0.006
"4G",38,2013-06-17 22:27:16,1,106,0.009
"fiber",44,2013-11-09 23:27:16,1,58,0.018
"4G",66,2011-10-10 22:27:16,1,106,0.015
"phone",64,2012-07-31 22:27:16,4,109,0.02
"4G",31,2014-12-10 23:27:16,8,84,0.02
"phone",52,2012-08-22 22:27:16,1,57,0.015
"fiber",70,2012-01-30 23:27:16,1,97,0.02
"phone",52,2011-09-25 22:27:16,0,42,0.013
"4G",69,2013-08-22 22:27:16,0,86,0.005
"4G",20,2011-11-21 23:27:16,3,91,0.034
"4G",78,2011-05-04 22:27:16,1,26,0.067
"phone",25,2010-10-24 22:27:16,0,105,0.006
"landline",31,2013-01-29 23:27:16,6,58,0.022
"fiber",47,2014-08-24 22:27:16,0,15,0.022
"4G",18,2014-09-08 22:27:16,0,21,0.011
"landline",59,2014-12-30 23:27:16,3,95,0.003
"4G",76,2015-12-14 23:27:16,1,90,0.0
"landline",62,2013-01-22 23:27:16,8,107,0.015
"phone",53,2010-09-01 22:27:16,0,104,0.006
"phone",10,2015-01-20 23:27:16,5,48,0.014
"4G",69,2012-09-25 22:27:16,0,13,0.047
"phone",41,2011-03-08 23:27:16,0,47,0.013
"4G",45,2014-09-03 22:27:16,0,68,0.004
"landline",24,2010-06-29 22:27:16,0,20,0.017
"fiber",24,2014-12-25 23:27:16,7,24,0.082
"fiber",45,2015-01-13 23:27:16,0,78,0.003
"phone",37,2015-04-29 22:27:16,0,18,0.004
"4G",47,2014-02-03 23:27:16,5,94,0.022
"landline",56,2013-03-17 23:27:16,2,55,0.009
"4G",35,2011-03-11 23:27:16,1,83,0.022
"fiber",6,2011-06-11 22:27:16,0,72,0.016
"landline",47,2014-02-11 23:27:16,0,33,0.004
"phone",20,2011-09-30 22:27:16,1,42,0.025
"phone",21,2011-06-13 22:27:16,0,52,0.011
"4G",80,2013-01-24 23:27:16,0,19,0.029
"fiber",29,2015-05-29 22:27:16,8,77,0.016
"4G",70,2012-04-24 22:27:16,0,50,0.014
"phone",1,2013-08-20 22:27:16,0,96,0.003
"4G",73,2011-01-24 23:27:16,3,37,0.1
"4G",38,2012-06-14 22:27:16,1,69,0.019
"4G",36,2012-12-13 23:27:16,0,15,0.038
"4G",66,2011-10-20 22:27:16,1,62,0.025
"4G",2,2014-05-30 22:27:16,0,45,0.006
"phone",39,2013-07-23 22:27:16,1,98,0.006
"4G",59,2012-02-15 23:27:16,1,28,0.052
"fiber",13,2011-07-09 22:27:16,1,66,0.034
"4G",50,2010-10-17 22:27:16,4,68,0.072
"4G",16,2010-08-28 22:27:16,0,18,0.056
"fiber",23,2014-10-10 22:27:16,2,78,0.011
"fiber",25,2011-07-13 22:27:16,0,101,0.011
"4G",34,2014-04-17 22:27:16,1,12,0.052
"fiber",29,2014-04-22 22:27:16,0,87,0.005
"landline",47,2011-01-31 23:27:16,5,81,0.023
"fiber",49,2015-04-13 22:27:16,2,32,0.016
"landline",35,2012-12-05 23:27:16,1,63,0.006
"landline",72,2012-05-15 22:27:16,2,16,0.042
"4G",51,2011-11-11 23:27:16,0,104,0.007
"4G",54,2014-01-05 23:27:16,2,72,0.015
"4G",19,2011-04-02 22:27:16,7,93,0.077
"4G",23,2013-05-17 22:27:16,0,68,0.007
"phone",73,2014-04-04 22:27:16,1,83,0.005
"fiber",4,2013-05-30 22:27:16,0,107,0.006
"phone",31,2015-11-02 23:27:16,1,74,0.0
"landline",29,2010-10-09 22:27:16,0,68,0.005
"4G",34,2010-09-16 22:27:16,7,40,0.199
"fiber",30,2010-07-28 22:27:16,3,61,0.089
"fiber",62,2015-08-11 22:27:16,0,50,0.002
"4G",26,2012-09-17 22:27:16,4,88,0.035
"4G",27,2010-12-12 23:27:16,0,69,0.014
"landline",74,2015-05-26 22:27:16,2,73,0.001
"phone",29,2012-06-05 22:27:16,0,89,0.005
"4G",21,2015-08-30 22:27:16,1,43,0.003
"fiber",47,2012-01-13 23:27:16,9,66,0.15
"phone",64,2013-10-01 22:27:16,2,55,0.015
"fiber",44,2014-01-12 23:27:16,0,15,0.032
"4G",46,2010-11-11 23:27:16,1,21,0.092
"landline",71,2011-04-14 22:27:16,0,105,0.003
"fiber",20,2012-01-02 23:27:16,1,94,0.021
"landline",43,2011-02-19 23:27:16,1,17,0.036
"phone",13,2015-11-23 23:27:16,0,108,0.0
"4G",42,2011-11-01 23:27:16,3,92,0.034
"landline",66,2012-01-16 23:27:16,2,104,0.007
"fiber",68,2014-09-30 22:27:16,0,42,0.007
"phone",2,2013-02-21 23:27:16,2,31,0.034
"4G",42,2014-06-04 22:27:16,0,75,0.004
"phone",3,2012-06-26 22:27:16,0,85,0.005
"phone",58,2015-04-01 22:27:16,0,70,0.001
"fiber",24,2011-07-12 22:27:16,10,58,0.212
"landline",28,2014-11-04 23:27:16,10,20,0.038
"4G",74,2015-07-02 22:27:16,0,23,0.004
"4G",6,2014-01-28 23:27:16,3,75,0.019
"4G",70,2013-07-04 22:27:16,0,16,0.029
"fiber",17,2012-06-19 22:27:16,1,19,0.093
"landline",11,2012-12-11 23:27:16,1,58,0.007
"4G",49,2011-02-08 23:27:16,0,82,0.011
"fiber",44,2011-05-24 22:27:16,1,101,0.023
"phone",60,2013-08-09 22:27:16,5,105,0.017
"phone",48,2014-08-05 22:27:16,1,34,0.01
"fiber",20,2012-06-10 22:27:16,0,105,0.008
"landline",78,2011-04-19 22:27:16,3,90,0.013
"fiber",34,2011-10-04 22:27:16,0,15,0.071
"4G",54,2013-12-17 23:27:16,6,19,0.139
"phone",23,2011-12-31 23:27:16,1,60,0.017
"fiber",55,2011-09-24 22:27:16,1,25,0.085
"phone",43,2015-10-30 23:27:16,1,67,0.0
"4G",71,2013-08-11 22:27:16,5,82,0.032
"phone",26,2015-10-18 22:27:16,0,84,0.0
"phone",73,2012-06-03 22:27:16,6,104,0.03
"phone",49,2012-03-13 23:27:16,0,81,0.006
"fiber",79,2011-06-16 22:27:16,0,106,0.011
"phone",48,2015-02-07 23:27:16,2,82,0.004
"fiber",6,2015-03-17 23:27:16,1,12,0.031
"fiber",38,2010-09-02 22:27:16,0,77,0.017
"fiber",52,2012-04-13 22:27:16,6,70,0.093
"phone",63,2012-06-30 22:27:16,1,60,0.015
"4G",22,2012-02-03 23:27:16,4,18,0.203
"phone",37,2012-10-13 22:27:16,3,85,0.019
"4G",28,2013-12-29 23:27:16,3,92,0.016
"phone",1,2012-08-08 22:27:16,0,97,0.004
"4G",72,2014-04-27 22:27:16,0,54,0.006
"phone",44,2012-01-16 23:27:16,0,45,0.011
"fiber",59,2012-01-30 23:27:16,1,14,0.14
"4G",67,2014-06-22 22:27:16,1,34,0.016
"fiber",38,2014-05-13 22:27:16,2,89,0.014
"4G",3,2014-02-04 23:27:16,6,53,0.046
"4G",62,2015-08-30 22:27:16,6,52,0.007
"landline",65,2012-03-01 23:27:16,1,101,0.005
"phone",3,2012-02-24 23:27:16,0,20,0.024
"fiber",65,2011-05-23 22:27:16,1,60,0.038
"4G",2,2011-02-23 23:27:16,0,37,0.025
"fiber",54,2011-09-14 22:27:16,0,87,0.012
"fiber",68,2011-04-25 22:27:16,0,55,0.021
"4G",9,2012-06-20 22:27:16,2,67,0.03
"fiber",29,2014-10-10 22:27:16,0,37,0.008
"phone",45,2010-11-19 23:27:16,3,60,0.043
"phone",51,2013-11-22 23:27:16,5,16,0.097
"phone",7,2011-01-01 23:27:16,1,77,0.016
"phone",63,2010-10-05 22:27:16,2,62,0.032
"4G",22,2013-01-12 23:27:16,4,64,0.043
"phone",71,2012-11-15 23:27:16,0,61,0.006
"phone",59,2013-06-28 22:27:16,3,16,0.078
"phone",34,2011-11-14 23:27:16,6,65,0.055
"fiber",31,2015-11-08 23:27:16,1,73,0.001
"4G",49,2013-05-26 22:27:16,8,58,0.075
"phone",28,2013-08-06 22:27:16,2,22,0.041
"landline",15,2013-12-25 23:27:16,7,93,0.011
"landline",34,2012-03-17 23:27:16,3,36,0.026
"fiber",39,2013-06-01 22:27:16,2,16,0.12
"fiber",30,2014-12-10 23:27:16,1,15,0.034
"4G",56,2014-02-05 23:27:16,0,24,0.015
"phone",71,2011-05-12 22:27:16,0,110,0.005
"fiber",62,2012-06-25 22:27:16,1,86,0.02
"fiber",0,2014-08-07 22:27:16,1,89,0.008
"landline",18,2013-02-28 23:27:16,6,64,0.019
"phone",51,2015-01-26 23:27:16,4,28,0.02
"phone",30,2013-12-25 23:27:16,0,93,0.003
"4G",43,2010-11-23 23:27:16,0,42,0.023
"landline",21,2015-06-03 22:27:16,3,103,0.001
"phone",67,2013-05-18 22:27:16,3,50,0.026
"phone",38,2015-06-09 22:27:16,0,13,0.005
"phone",31,2013-06-27 22:27:16,0,88,0.004
"landline",57,2014-11-05 23:27:16,1,100,0.001
"fiber",27,2012-10-06 22:27:16,0,56,0.014
"4G",2,2012-06-09 22:27:16,1,50,0.027
"landline",3,2014-03-27 23:27:16,1,109,0.002
"phone",16,2011-02-20 23:27:16,0,106,0.006
"landline",4,2015-08-04 22:27:16,2,93,0.001
"fiber",42,2013-09-08 22:27:16,0,29,0.02
"4G",10,2015-07-24 22:27:16,1,85,0.002
"fiber",55,2014-09-17 22:27:16,0,83,0.004
"4G",55,2012-02-21 23:27:16,7,17,0.34
"4G",8,2013-10-28 23:27:16,0,22,0.018
"4G",4,2014-04-05 22:27:16,1,82,0.008
"fiber",53,2013-01-17 23:27:16,1,38,0.039
"landline",21,2014-06-18 22:27:16,1,101,0.002
"landline",9,2011-04-07 22:27:16,1,21,0.028
"phone",70,2010-07-05 22:27:16,1,32,0.043
"4G",71,2013-04-23 22:27:16,1,102,0.01
"landline",38,2015-05-19 22:27:16,7,103,0.003
"4G",80,2013-05-05 22:27:16,0,60,0.008
"4G",74,2010-08-09 22:27:16,0,51,0.02
"fiber",8,2015-06-13 22:27:16,0,73,0.002
"landline",63,2015-11-30 23:27:16,0,34,0.0
